193,Somalia,0.769,,5,,0.327,,0.425,,58.2,,54.1,,7.6,n,8.3,n,0.9,,2.9,,578,,"1,563",
,OTHER COUNTRIES OR TERRITORIES,,,,,,,,,,,,,,,,,,,,,,,,
,Korea (Democratic People's Rep. of),..,,..,,..,,..,,76.1,,71.0,,..,,..,,..,,..,,..,,..,
,Monaco,..,,..,,..,,..,,88.9,l,85.1,i,19.4,"d,f",18.1,"d,g",..,,..,,..,,..,
,,,,,,,,,,,,,,,,,,,,,,,,,
,Human development groups,,,,,,,,,,,,,,,,,,,,,,,,
,Very high human development,0.988,,—,,0.895,,0.906,,82.3,,76.4,,17.1,,16.1,,12.2,,12.3,,"34,726",,"55,442",
,High human development,0.962,,—,,0.747,,0.777,,78.0,,72.5,,14.8,,14.2,,8.3,,9.0,,"10,904",,"20,011",
,Medium human development,0.870,,—,,0.587,,0.675,,69.9,,66.1,,12.3,,12.3,,5.8,,7.6,,"3,127",,"9,638",
,Low human development,0.868,,—,,0.478,,0.551,,63.7,,59.7,,8.9,,9.6,,3.9,,5.5,,"2,073",,"4,368",
,,,,,,,,,,,,,,,,,,,,,,,,,
,Developing countries,0.929,,—,,0.665,,0.716,,72.9,,68.2,,12.6,,12.5,,7.1,,8.2,,"7,283",,"14,943",
,,,,,,,,,,,,,,,,,,,,,,,,,
,Regions,,,,,,,,,,,,,,,,,,,,,,,,
,Arab States,0.877,,—,,0.646,,0.736,,73.5,,69.3,,11.8,,12.0,,7.2,,8.3,,"5,468",,"22,726",
,East Asia and the Pacific,0.962,,—,,0.749,,0.779,,79.0,,73.6,,14.8,,14.2,,7.8,,8.7,,"11,939",,"20,216",
,Europe and Central Asia,0.963,,—,,0.785,,0.815,,77.0,,70.2,,15.5,,15.5,,10.4,,10.8,,"13,573",,"26,631",
,Latin America and the Caribbean,0.991,,—,,0.758,,0.765,,76.9,,70.6,,15.3,,14.2,,9.0,,8.9,,"11,503",,"18,823",
,South Asia,0.855,,—,,0.580,,0.678,,70.4,,66.7,,11.8,,12.0,,5.7,,7.5,,"2,958",,"10,808",
,Sub-Saharan Africa,0.915,,—,,0.525,,0.574,,62.6,,58.7,,10.2,,10.5,,5.2,,6.9,,"3,025",,"4,388",
,,,,,,,,,,,,,,,,,,,,,,,,,
,Least developed countries,0.890,,—,,0.509,,0.572,,67.4,,62.5,,9.9,,10.3,,4.3,,5.9,,"2,042",,"4,054",
,Small island developing states,0.979,,—,,0.722,,0.738,,74.3,,69.0,,12.9,,12.3,,8.5,,8.8,,"13,079",,"19,712",
,,,,,,,,,,,,,,,,,,,,,,,,,
,Organisation for Economic Co-operation and Development,0.984,,—,,0.898,,0.912,,82.9,,77.4,,17.1,,16.1,,12.1,,12.3,,"36,106",,"56,848",
,,,,,,,,,,,,,,,,,,,,,,,,,
,World,0.951,,—,,0.719,,0.756,,74.5,,69.6,,13.1,,12.9,,8.2,,9.1,,"12,516",,"22,035",
,,,,,,,,,,,,,,,,,,,,,,,,,
,Notes,,,,,,,,,,,,,,,,,,,,,,,,
,"a. Because disaggregated income data are not available, data are crudely estimated. See Definitions and Technical note 3 at http://hdr.undp.org/sites/default/files/hdr2023_technical_notes.pdf for details on how the Gender Development Index is calculated.",,,,,,,,,,,,,,,,,,,,,,,,
,b. Countries are divided into five groups by absolute deviation from gender parity in HDI values.,,,,,,,,,,,,,,,,,,,,,,,,
,c. Data refer to 2022 or the most recent year available.,,,,,,,,,,,,,,,,,,,,,,,,
,d. Updated by HDRO based on data from UNESCO Institute for Statistics (2023).,,,,,,,,,,,,,,,,,,,,,,,,
,"e. In calculating the male HDI value, estimated gross national income per capita is capped at $75,000.",,,,,,,,,,,,,,,,,,,,,,,,
,"f. In calculating the female HDI value, expected years of schooling is capped at 18 years.",,,,,,,,,,,,,,,,,,,,,,,,
,"g. In calculating the male HDI value, expected years of schooling is capped at 18 years.",,,,,,,,,,,,,,,,,,,,,,,,
,"h. In calculating the female HDI value, estimated gross national income per capita is capped at $75,000.",,,,,,,,,,,,,,,,,,,,,,,,
,"i. In calculating the male HDI value, life expectancy at birth is capped at 82.5 years.",,,,,,,,,,,,,,,,,,,,,,,,
,j. Updated by HDRO using mean years of schooling trend of Austria and data from UNESCO Institute for Statistics (2023).,,,,,,,,,,,,,,,,,,,,,,,,
,k. Updated by HDRO based on data from OECD (2023) and UNESCO Institute for Statistics (2023).,,,,,,,,,,,,,,,,,,,,,,,,
,"l. In calculating the female HDI value, life expectancy at birth is capped at 87.5 years.",,,,,,,,,,,,,,,,,,,,,,,,
,"m. HDRO estimate based on data from Robert Barro and Jong-Wha Lee, CEDLAS and The World Bank, ICF Macro Demographic and Health Surveys, the Organisation for Economic Co-operation and Development, United Nations Children’s Fund (UNICEF) Multiple Indicator Cluster Surveys and the United Nations Educational, Scientific and Cultural Organization Institute for Statistics.",,,,,,,,,,,,,,,,,,,,,,,,
,n. Based on HDRO estimates using cross-country regression.,,,,,,,,,,,,,,,,,,,,,,,,
,o. Updated by HDRO based on data from UNESCO Institute for Statistics (2023) and estimates using cross-country regression.,,,,,,,,,,,,,,,,,,,,,,,,
,p. Refers to 2015 based on UNESCO Institute for Statistics (2023).,,,,,,,,,,,,,,,,,,,,,,,,
,q. Refers to 2015 based on HDRO estimates using cross-country regression.,,,,,,,,,,,,,,,,,,,,,,,,
,r. Updated by HDRO based on data from UNESCO Institute for Statistics (2023) and UNICEF Multiple Indicator Cluster Surveys for various years.,,,,,,,,,,,,,,,,,,,,,,,,
,s. Updated by HDRO based on data from Barro and Lee (2018) and UNESCO Institute for Statistics (2023).,,,,,,,,,,,,,,,,,,,,,,,,
,t. Refers to 2018 based on UNESCO Institute for Statistics (2023).,,,,,,,,,,,,,,,,,,,,,,,,
,u. Updated by HDRO based on data from CEDLAS and The World Bank (2023) and UNESCO Institute for Statistics (2023).,,,,,,,,,,,,,,,,,,,,,,,,
,v. Updated by HDRO based on data from UNICEF Multiple Indicator Cluster Surveys for various years.,,,,,,,,,,,,,,,,,,,,,,,,
,w. Updated by HDRO based on data from UNICEF Multiple Indicator Cluster Surveys for various years and estimates using cross-country regression.,,,,,,,,,,,,,,,,,,,,,,,,
,x. Updated by HDRO based on data from ICF Macro Demographic and Health Surveys for various years and UNESCO Institute for Statistics (2023).,,,,,,,,,,,,,,,,,,,,,,,,
,y. Updated by HDRO based on data from ICF Macro Demographic and Health Surveys for various years.,,,,,,,,,,,,,,,,,,,,,,,,
,z. Updated by HDRO based on data from Barro and Lee (2018) and estimates using cross-country regression.,,,,,,,,,,,,,,,,,,,,,,,,
,aa. Refers to 2008 based on UNESCO Institute for Statistics (2023).,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,Definitions,,,,,,,,,,,,,,,,,,,,,,,,
,Gender Development Index: Ratio of female to male HDI values. See Technical note 3 at http://hdr.undp.org/sites/default/files/hdr2023_technical_notes.pdf for details on how the Gender Development Index is calculated.,,,,,,,,,,,,,,,,,,,,,,,,
,"Gender Development Index groups: Countries are divided into five groups by absolute deviation from gender parity in HDI values. Group 1 comprises countries with high equality in HDI achievements between women and men (absolute deviation of less than 2.5 percent), group 2 comprises countries with medium to high equality in HDI achievements between women and men (absolute deviation of 2.5–5 percent), group 3 comprises countries with medium equality in HDI achievements between women and men (absolute deviation of 5–7.5 percent), group 4 comprises countries with medium to low equality in HDI achievements between women and men (absolute deviation of 7.5–10 percent) and group 5 comprises countries with low equality in HDI achievements between women and men (absolute deviation from gender parity of more than 10 percent).",,,,,,,,,,,,,,,,,,,,,,,,
,"Human Development Index (HDI): A composite index measuring average achievement in three basic dimensions of human development—a long and healthy life, knowledge and a decent standard of living. See Technical note 1 at http://hdr.undp.org/sites/default/files/hdr2023_technical_notes.pdf for details on how the HDI is calculated.",,,,,,,,,,,,,,,,,,,,,,,,
,Life expectancy at birth: Number of years a newborn infant could expect to live if prevailing patterns of age-specific mortality rates at the time of birth stay the same throughout the infant’s life.,,,,,,,,,,,,,,,,,,,,,,,,
,Expected years of schooling: Number of years of schooling that a child of school entrance age can expect to receive if prevailing patterns of age-specific enrolment rates persist throughout the child’s life.,,,,,,,,,,,,,,,,,,,,,,,,
,"Mean years of schooling: Average number of years of education received by people ages 25 and older, converted from educational attainment levels using official durations of each level.",,,,,,,,,,,,,,,,,,,,,,,,
,"Estimated gross national income per capita: Derived from the ratio of female to male wages, female and male shares of economically active population and gross national income (in 2017 purchasing power parity terms). See Technical note 3 at http://hdr.undp.org/sites/default/files/hdr2023_technical_notes.pdf for details.",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,Main data sources,,,,,,,,,,,,,,,,,,,,,,,,
,Column 1: Calculated based on data in columns 3 and 4.,,,,,,,,,,,,,,,,,,,,,,,,
,Column 2: Calculated based on data in column 1.,,,,,,,,,,,,,,,,,,,,,,,,
,"Columns 3 and 4: HDRO calculations based on data from Barro and Lee (2018), IMF (2023), UNDESA (2022) (2023), UNESCO Institute for Statistics (2023), United Nations Statistics Division (2023) and World Bank (2023).",,,,,,,,,,,,,,,,,,,,,,,,
,Columns 5 and 6: UNDESA (2022). ,,,,,,,,,,,,,,,,,,,,,,,,
,"Columns 7 and 8: CEDLAS and The World Bank (2023), ICF Macro Demographic and Health Surveys, UNESCO Institute for Statistics (2023) and UNICEF Multiple Indicator Cluster Surveys.",,,,,,,,,,,,,,,,,,,,,,,,
,"Columns 9 and 10: Barro and Lee (2018), ICF Macro Demographic and Health Surveys, OECD (2023), UNESCO Institute for Statistics (2023) and UNICEF Multiple Indicator Cluster Surveys.",,,,,,,,,,,,,,,,,,,,,,,,
,"Columns 11 and 12: HDRO calculations based on ILO (2023), IMF (2023), UNDESA (2023), United Nations Statistics Division (2023) and World Bank (2023).",,,,,,,,,,,,,,,,,,,,,,,,
